ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
02672,25,001,012502,25001012502,122,233,914871,859962,180,325,1398234,1280228,3080,2691,8203836,5963433,67.78,71.69,65.43,67.17,3.96,8.66,11.15,14.42
02672,25,001,012700,25001012700,58,92,483363,420266,180,325,1398234,1280228,4562,3235,10508882,9606452,32.22,28.31,34.57,32.83,1.27,2.84,4.6,4.37
02673,25,001,012001,25001012001,0,0,332426,332426,8402,6677,32684272,25868405,5732,3553,11126058,10330273,0,0,1.02,1.29,0,0,2.99,3.22
02673,25,001,012101,25001012101,5339,3164,14396155,13695272,8402,6677,32684272,25868405,5339,3164,14396155,13695272,63.54,47.39,44.05,52.94,100,100,100,100
02673,25,001,012102,25001012102,3057,3503,15726275,9769880,8402,6677,32684272,25868405,3057,3503,15737646,9781251,36.38,52.46,48.12,37.77,100,100,99.93,99.88
02673,25,001,015300,25001015300,6,10,2229416,2070827,8402,6677,32684272,25868405,3038,1831,13734110,13203007,0.07,0.15,6.82,8.01,0.2,0.55,16.23,15.68
02675,25,001,011801,25001011801,2403,1713,10013397,9158434,6577,4040,25305817,23386325,2403,1713,10013397,9158434,36.54,42.4,39.57,39.16,100,100,100,100
02675,25,001,011802,25001011802,3623,2022,12645839,11611798,6577,4040,25305817,23386325,4255,2360,15295050,13807262,55.09,50.05,49.97,49.65,85.15,85.68,82.68,84.1
02675,25,001,012200,25001012200,551,305,2646581,2616093,6577,4040,25305817,23386325,5046,2726,59131441,47450182,8.38,7.55,10.46,11.19,10.92,11.19,4.48,5.51
02702,25,005,617101,25005617101,4125,1546,46427638,43494960,4125,1546,46427638,43494960,4681,1735,56908174,53969579,100,100,100,100,88.12,89.11,81.58,80.59
02703,25,005,631100,25005631100,8079,3420,8427382,8274389,43593,18019,72031349,69448027,8093,3428,8430650,8277657,18.53,18.98,11.7,11.91,99.83,99.77,99.96,99.96
02703,25,005,631200,25005631200,6841,2750,18548288,16990169,43593,18019,72031349,69448027,6841,2750,18548288,16990169,15.69,15.26,25.75,24.46,100,100,100,100
02703,25,005,631300,25005631300,5183,2149,9101696,8948260,43593,18019,72031349,69448027,5183,2149,9101696,8948260,11.89,11.93,12.64,12.88,100,100,100,100
02703,25,005,631400,25005631400,2674,1372,799731,789359,43593,18019,72031349,69448027,2674,1372,799731,789359,6.13,7.61,1.11,1.14,100,100,100,100
02703,25,005,631500,25005631500,2797,1229,2282192,2240111,43593,18019,72031349,69448027,2797,1229,2282192,2240111,6.42,6.82,3.17,3.23,100,100,100,100
02703,25,005,631600,25005631600,3955,1608,1594464,1571012,43593,18019,72031349,69448027,3955,1608,1594464,1571012,9.07,8.92,2.21,2.26,100,100,100,100
02703,25,005,631700,25005631700,6471,2456,18954516,18617365,43593,18019,72031349,69448027,6471,2456,18954516,18617365,14.84,13.63,26.31,26.81,100,100,100,100
02703,25,005,631800,25005631800,7579,3030,12307243,12001525,43593,18019,72031349,69448027,7579,3030,12307243,12001525,17.39,16.82,17.09,17.28,100,100,100,100
02703,25,005,632100,25005632100,14,5,15837,15837,43593,18019,72031349,69448027,6543,2499,24363989,23954212,0.03,0.03,0.02,0.02,0.21,0.2,0.07,0.07
02713,25,007,200400,25007200400,52,168,31423072,13095083,52,168,31423072,13095083,3992,4528,307277156,162118177,100,100,100,100,1.3,3.71,10.23,8.08
02715,25,005,615100,25005615100,3098,1115,30955842,29608273,3123,1124,31009667,29662098,7086,2591,58542070,57045471,99.2,99.2,99.83,99.82,43.72,43.03,52.88,51.9
02715,25,005,645102,25005645102,25,9,53825,53825,3123,1124,31009667,29662098,5385,2031,29788209,29138980,0.8,0.8,0.17,0.18,0.46,0.44,0.18,0.18
02717,25,005,617101,25005617101,556,189,10480536,10474619,4745,1771,47854624,45791704,4681,1735,56908174,53969579,11.72,10.67,21.9,22.87,11.88,10.89,18.42,19.41
02717,25,005,617102,25005617102,4189,1582,37374088,35317085,4745,1771,47854624,45791704,4189,1582,37374088,35317085,88.28,89.33,78.1,77.13,100,100,100,100
02718,25,005,612200,25005612200,0,0,1144,1144,6655,2442,27646951,26793703,8845,3373,34567942,33838865,0,0,0,0,0,0,0,0
02718,25,005,614102,25005614102,6655,2442,27645807,26792559,6655,2442,27646951,26793703,7018,2575,29359875,28416175,100,100,100,100,94.83,94.83,94.16,94.29
02719,25,005,655100,25005655100,4225,1666,18556218,17118397,15873,7475,40739604,31947040,4225,1666,18556218,17118397,26.62,22.29,45.55,53.58,100,100,100,100
02719,25,005,655200,25005655200,4415,2122,3203526,2453927,15873,7475,40739604,31947040,4415,2122,3203526,2453927,27.81,28.39,7.86,7.68,100,100,100,100
02719,25,005,655300,25005655300,3317,1477,3704996,3277111,15873,7475,40739604,31947040,3317,1477,3704996,3277111,20.9,19.76,9.09,10.26,100,100,100,100
02719,25,005,655400,25005655400,3916,2210,15274864,9097605,15873,7475,40739604,31947040,3916,2210,15274864,9097605,24.67,29.57,37.49,28.48,100,100,100,100
02720,25,005,641101,25005641101,160,107,139850,139850,30287,14347,32520147,28154770,1712,1193,459043,459043,0.53,0.75,0.43,0.5,9.35,8.97,30.47,30.47
02720,25,005,641200,25005641200,2336,1171,434892,434892,30287,14347,32520147,28154770,2803,1480,1169768,1040293,7.71,8.16,1.34,1.54,83.34,79.12,37.18,41.8
02720,25,005,641700,25005641700,3291,1365,2104987,2022738,30287,14347,32520147,28154770,5096,2190,3151597,3069348,10.87,9.51,6.47,7.18,64.58,62.33,66.79,65.9
02720,25,005,641800,25005641800,2059,1040,524921,524921,30287,14347,32520147,28154770,2059,1040,524921,524921,6.8,7.25,1.61,1.86,100,100,100,100
02720,25,005,641900,25005641900,2275,1302,354174,354174,30287,14347,32520147,28154770,2275,1302,354174,354174,7.51,9.08,1.09,1.26,100,100,100,100
02720,25,005,642000,25005642000,3274,1631,1935922,1109888,30287,14347,32520147,28154770,3274,1631,1935922,1109888,10.81,11.37,5.95,3.94,100,100,100,100
02720,25,005,642100,25005642100,4144,2236,4614882,2624887,30287,14347,32520147,28154770,4144,2236,4614882,2624887,13.68,15.59,14.19,9.32,100,100,100,100
02720,25,005,642200,25005642200,3881,1561,1426533,1422773,30287,14347,32520147,28154770,3881,1561,1426533,1422773,12.81,10.88,4.39,5.05,100,100,100,100
02720,25,005,642300,25005642300,2195,891,1009716,1009716,30287,14347,32520147,28154770,2195,891,1009716,1009716,7.25,6.21,3.1,3.59,100,100,100,100
02720,25,005,642400,25005642400,2760,1369,1156533,1156533,30287,14347,32520147,28154770,2760,1369,1156533,1156533,9.11,9.54,3.56,4.11,100,100,100,100
02720,25,005,642500,25005642500,3912,1674,18817737,17354398,30287,14347,32520147,28154770,4517,1876,63837239,55464493,12.92,11.67,57.86,61.64,86.61,89.23,29.48,31.29
02721,25,005,640100,25005640100,5101,2035,4829008,3336833,26290,12538,15703920,10598682,5358,2152,4947946,3455771,19.4,16.23,30.75,31.48,95.2,94.56,97.6,96.56
02721,25,005,640200,25005640200,272,61,389940,237065,26290,12538,15703920,10598682,5954,3067,2186559,1547305,1.03,0.49,2.48,2.24,4.57,1.99,17.83,15.32
02721,25,005,640500,25005640500,571,363,399851,179985,26290,12538,15703920,10598682,5165,2710,1803494,1364621,2.17,2.9,2.55,1.7,11.06,13.39,22.17,13.19
02721,25,005,640600,25005640600,4450,2133,720777,720777,26290,12538,15703920,10598682,4450,2133,720777,720777,16.93,17.01,4.59,6.8,100,100,100,100
02721,25,005,640700,25005640700,2900,1292,952095,952095,26290,12538,15703920,10598682,2900,1292,952095,952095,11.03,10.3,6.06,8.98,100,100,100,100
02721,25,005,640800,25005640800,3812,1572,5720252,2905324,26290,12538,15703920,10598682,3813,1573,5974058,3140680,14.5,12.54,36.43,27.41,99.97,99.94,95.75,92.51
02721,25,005,640901,25005640901,5071,2520,745630,739263,26290,12538,15703920,10598682,5071,2520,745630,739263,19.29,20.1,4.75,6.98,100,100,100,100
02721,25,005,641000,25005641000,2419,1350,944344,654792,26290,12538,15703920,10598682,2419,1350,944344,654792,9.2,10.77,6.01,6.18,100,100,100,100
02721,25,005,641101,25005641101,1552,1086,319193,319193,26290,12538,15703920,10598682,1712,1193,459043,459043,5.9,8.66,2.03,3.01,90.65,91.03,69.53,69.53
02721,25,005,641200,25005641200,142,126,682830,553355,26290,12538,15703920,10598682,2803,1480,1169768,1040293,0.54,1,4.35,5.22,5.07,8.51,58.37,53.19
02723,25,005,640800,25005640800,1,1,253806,235356,14767,7198,4705889,4136768,3813,1573,5974058,3140680,0.01,0.01,5.39,5.69,0.03,0.06,4.25,7.49
02723,25,005,641200,25005641200,325,183,52046,52046,14767,7198,4705889,4136768,2803,1480,1169768,1040293,2.2,2.54,1.11,1.26,11.59,12.36,4.45,5
02723,25,005,641300,25005641300,5326,2513,885717,885717,14767,7198,4705889,4136768,5326,2513,885717,885717,36.07,34.91,18.82,21.41,100,100,100,100
02723,25,005,641400,25005641400,2586,1330,613458,606110,14767,7198,4705889,4136768,2586,1330,613458,606110,17.51,18.48,13.04,14.65,100,100,100,100
02723,25,005,641500,25005641500,2401,1266,358291,358291,14767,7198,4705889,4136768,2401,1266,358291,358291,16.26,17.59,7.61,8.66,100,100,100,100
02723,25,005,641600,25005641600,2323,1080,1495961,952638,14767,7198,4705889,4136768,2323,1080,1495961,952638,15.73,15,31.79,23.03,100,100,100,100
02723,25,005,641700,25005641700,1805,825,1046610,1046610,14767,7198,4705889,4136768,5096,2190,3151597,3069348,12.22,11.46,22.24,25.3,35.42,37.67,33.21,34.1
02724,25,005,640100,25005640100,257,117,118938,118938,16908,8465,6286640,4811066,5358,2152,4947946,3455771,1.52,1.38,1.89,2.47,4.8,5.44,2.4,3.44
02724,25,005,640200,25005640200,5682,3006,1796619,1310240,16908,8465,6286640,4811066,5954,3067,2186559,1547305,33.61,35.51,28.58,27.23,95.43,98.01,82.17,84.68
02724,25,005,640300,25005640300,3693,1669,1756580,1306476,16908,8465,6286640,4811066,3693,1669,1756580,1306476,21.84,19.72,27.94,27.16,100,100,100,100
02724,25,005,640400,25005640400,2682,1326,1210860,890776,16908,8465,6286640,4811066,2682,1326,1210860,890776,15.86,15.66,19.26,18.52,100,100,100,100
02724,25,005,640500,25005640500,4594,2347,1403643,1184636,16908,8465,6286640,4811066,5165,2710,1803494,1364621,27.17,27.73,22.33,24.62,88.94,86.61,77.83,86.81
02725,25,005,644200,25005644200,2631,1035,12970467,6146870,2631,1035,12970467,6146870,7280,2989,17731458,10364575,100,100,100,100,36.14,34.63,73.15,59.31
02726,25,005,644101,25005644101,5828,2481,5172238,4354204,15534,6359,17835375,14313447,5828,2481,5172238,4354204,37.52,39.02,29,30.42,100,100,100,100
02726,25,005,644102,25005644102,5057,1924,7902146,5741538,15534,6359,17835375,14313447,5057,1924,7902146,5741538,32.55,30.26,44.31,40.11,100,100,100,100
02726,25,005,644200,25005644200,4649,1954,4760991,4217705,15534,6359,17835375,14313447,7280,2989,17731458,10364575,29.93,30.73,26.69,29.47,63.86,65.37,26.85,40.69
02738,25,023,561100,25023561100,4907,2445,51680545,36242423,4907,2445,51680545,36242423,4907,2445,67686472,36242423,100,100,100,100,100,100,76.35,100
02739,25,023,560100,25023560100,6045,3262,50606071,44939290,6045,3262,50606071,44939290,6045,3262,62594220,44952120,100,100,100,100,100,100,80.85,99.97
02740,25,005,651001,25005651001,1933,863,2738047,2716185,43087,19943,16844411,14724476,2865,1245,3484345,3462483,4.49,4.33,16.25,18.45,67.47,69.32,78.58,78.45
02740,25,005,651002,25005651002,3833,1583,2406119,2358471,43087,19943,16844411,14724476,3833,1583,2406119,2358471,8.9,7.94,14.28,16.02,100,100,100,100
02740,25,005,651100,25005651100,4117,1883,690428,690428,43087,19943,16844411,14724476,4117,1883,690428,690428,9.56,9.44,4.1,4.69,100,100,100,100
02740,25,005,651200,25005651200,684,334,473961,376433,43087,19943,16844411,14724476,2068,957,983633,826884,1.59,1.67,2.81,2.56,33.08,34.9,48.18,45.52
02740,25,005,651300,25005651300,2227,1086,1362652,835421,43087,19943,16844411,14724476,2227,1086,1362652,835421,5.17,5.45,8.09,5.67,100,100,100,100
02740,25,005,651400,25005651400,3215,1400,441217,441217,43087,19943,16844411,14724476,3215,1400,441217,441217,7.46,7.02,2.62,3,100,100,100,100
02740,25,005,651500,25005651500,3115,1330,853610,853610,43087,19943,16844411,14724476,3115,1330,853610,853610,7.23,6.67,5.07,5.8,100,100,100,100
02740,25,005,651600,25005651600,3862,1694,698848,698848,43087,19943,16844411,14724476,3862,1694,698848,698848,8.96,8.49,4.15,4.75,100,100,100,100
02740,25,005,651700,25005651700,1983,1006,406815,406815,43087,19943,16844411,14724476,1983,1006,406815,406815,4.6,5.04,2.42,2.76,100,100,100,100
02740,25,005,651800,25005651800,1745,1382,1254588,839841,43087,19943,16844411,14724476,1745,1382,1254588,839841,4.05,6.93,7.45,5.7,100,100,100,100
02740,25,005,651900,25005651900,1942,932,1906432,998520,43087,19943,16844411,14724476,1942,932,1906432,998520,4.51,4.67,11.32,6.78,100,100,100,100
02740,25,005,652000,25005652000,2676,1224,439925,439925,43087,19943,16844411,14724476,2676,1224,439925,439925,6.21,6.14,2.61,2.99,100,100,100,100
02740,25,005,652100,25005652100,2815,1238,571605,571605,43087,19943,16844411,14724476,2815,1238,571605,571605,6.53,6.21,3.39,3.88,100,100,100,100
02740,25,005,652200,25005652200,2836,1238,945790,945790,43087,19943,16844411,14724476,2836,1238,945790,945790,6.58,6.21,5.61,6.42,100,100,100,100
02740,25,005,652300,25005652300,2857,1274,940551,940551,43087,19943,16844411,14724476,2870,1278,945072,945072,6.63,6.39,5.58,6.39,99.55,99.69,99.52,99.52
02740,25,005,652400,25005652400,2512,1152,588755,485748,43087,19943,16844411,14724476,2664,1232,840168,737161,5.83,5.78,3.5,3.3,94.29,93.51,70.08,65.89
02740,25,005,652500,25005652500,255,133,29954,29954,43087,19943,16844411,14724476,2589,1163,270029,242840,0.59,0.67,0.18,0.2,9.85,11.44,11.09,12.33
02740,25,005,652600,25005652600,468,187,89717,89717,43087,19943,16844411,14724476,2843,1164,729996,544661,1.09,0.94,0.53,0.61,16.46,16.07,12.29,16.47
02740,25,005,653101,25005653101,0,0,1270,1270,43087,19943,16844411,14724476,6664,2898,20623277,19794013,0,0,0.01,0.01,0,0,0.01,0.01
02740,25,005,653203,25005653203,12,4,4127,4127,43087,19943,16844411,14724476,5005,2082,4716118,4713501,0.03,0.02,0.02,0.03,0.24,0.19,0.09,0.09
02743,25,005,650300,25005650300,4,3,4397,4397,10307,4121,49081949,47725420,3304,1571,1121257,1077776,0.04,0.07,0.01,0.01,0.12,0.19,0.39,0.41
02743,25,005,654100,25005654100,6916,2657,44337273,43218014,10307,4121,49081949,47725420,6916,2657,44337273,43218014,67.1,64.47,90.33,90.56,100,100,100,100
02743,25,005,654200,25005654200,3387,1461,4740279,4503009,10307,4121,49081949,47725420,3387,1461,4740279,4503009,32.86,35.45,9.66,9.44,100,100,100,100
02744,25,005,652400,25005652400,152,80,251413,251413,11900,5340,4688388,3342654,2664,1232,840168,737161,1.28,1.5,5.36,7.52,5.71,6.49,29.92,34.11
02744,25,005,652500,25005652500,2334,1030,240075,212886,11900,5340,4688388,3342654,2589,1163,270029,242840,19.61,19.29,5.12,6.37,90.15,88.56,88.91,87.67
02744,25,005,652600,25005652600,2375,977,640279,454944,11900,5340,4688388,3342654,2843,1164,729996,544661,19.96,18.3,13.66,13.61,83.54,83.93,87.71,83.53
02744,25,005,652700,25005652700,3762,1808,951386,675887,11900,5340,4688388,3342654,3762,1808,951386,675887,31.61,33.86,20.29,20.22,100,100,100,100
02744,25,005,652800,25005652800,3277,1445,2605235,1747524,11900,5340,4688388,3342654,3277,1445,2605235,1747524,27.54,27.06,55.57,52.28,100,100,100,100
02745,25,005,650101,25005650101,5753,2191,5045161,4894242,24576,10769,27328508,26749138,5753,2191,5045161,4894242,23.41,20.35,18.46,18.3,100,100,100,100
02745,25,005,650102,25005650102,4879,2121,5104183,5070185,24576,10769,27328508,26749138,4879,2121,5104183,5070185,19.85,19.7,18.68,18.95,100,100,100,100
02745,25,005,650201,25005650201,2754,1254,13052253,12810443,24576,10769,27328508,26749138,2916,1320,16357200,16034572,11.21,11.64,47.76,47.89,94.44,95,79.8,79.89
02745,25,005,650202,25005650202,1892,870,1642270,1627665,24576,10769,27328508,26749138,2142,964,1864217,1849612,7.7,8.08,6.01,6.08,88.33,90.25,88.09,88
02745,25,005,650300,25005650300,3300,1568,1116860,1073379,24576,10769,27328508,26749138,3304,1571,1121257,1077776,13.43,14.56,4.09,4.01,99.88,99.81,99.61,99.59
02745,25,005,650400,25005650400,3275,1501,694129,599572,24576,10769,27328508,26749138,3773,1721,864107,718577,13.33,13.94,2.54,2.24,86.8,87.22,80.33,83.44
02745,25,005,650500,25005650500,2561,1205,511508,511508,24576,10769,27328508,26749138,3141,1475,574335,574335,10.42,11.19,1.87,1.91,81.53,81.69,89.06,89.06
02745,25,005,651001,25005651001,162,59,162144,162144,24576,10769,27328508,26749138,2865,1245,3484345,3462483,0.66,0.55,0.59,0.61,5.65,4.74,4.65,4.68
02746,25,005,650201,25005650201,0,0,1732772,1732772,15342,6812,5792344,5480318,2916,1320,16357200,16034572,0,0,29.91,31.62,0,0,10.59,10.81
02746,25,005,650202,25005650202,250,94,221947,221947,15342,6812,5792344,5480318,2142,964,1864217,1849612,1.63,1.38,3.83,4.05,11.67,9.75,11.91,12
02746,25,005,650400,25005650400,498,220,169978,119005,15342,6812,5792344,5480318,3773,1721,864107,718577,3.25,3.23,2.93,2.17,13.2,12.78,19.67,16.56
02746,25,005,650500,25005650500,580,270,62827,62827,15342,6812,5792344,5480318,3141,1475,574335,574335,3.78,3.96,1.08,1.15,18.47,18.31,10.94,10.94
02746,25,005,650600,25005650600,2759,1360,431519,397456,15342,6812,5792344,5480318,2759,1360,431519,397456,17.98,19.96,7.45,7.25,100,100,100,100
02746,25,005,650700,25005650700,2583,1052,529278,361509,15342,6812,5792344,5480318,2583,1052,529278,361509,16.84,15.44,9.14,6.6,100,100,100,100
02746,25,005,650800,25005650800,3651,1713,601715,601715,15342,6812,5792344,5480318,3651,1713,601715,601715,23.8,25.15,10.39,10.98,100,100,100,100
02746,25,005,650900,25005650900,2867,1157,948482,948482,15342,6812,5792344,5480318,2867,1157,948482,948482,18.69,16.98,16.37,17.31,100,100,100,100
02746,25,005,651001,25005651001,770,323,584154,584154,15342,6812,5792344,5480318,2865,1245,3484345,3462483,5.02,4.74,10.08,10.66,26.88,25.94,16.77,16.87
02746,25,005,651200,25005651200,1384,623,509672,450451,15342,6812,5792344,5480318,2068,957,983633,826884,9.02,9.15,8.8,8.22,66.92,65.1,51.82,54.48
02747,25,005,642500,25005642500,189,57,29282941,27029074,22927,7014,130318593,126401587,4517,1876,63837239,55464493,0.82,0.81,22.47,21.38,4.18,3.04,45.87,48.73
02747,25,005,650201,25005650201,162,66,1572175,1491357,22927,7014,130318593,126401587,2916,1320,16357200,16034572,0.71,0.94,1.21,1.18,5.56,5,9.61,9.3
02747,25,005,653101,25005653101,6664,2898,20622007,19792743,22927,7014,130318593,126401587,6664,2898,20623277,19794013,29.07,41.32,15.82,15.66,100,100,99.99,99.99
02747,25,005,653102,25005653102,5381,1467,45703110,45246025,22927,7014,130318593,126401587,5381,1467,45703110,45246025,23.47,20.92,35.07,35.8,100,100,100,100
02747,25,005,653203,25005653203,2012,872,2437714,2436625,22927,7014,130318593,126401587,5005,2082,4716118,4713501,8.78,12.43,1.87,1.93,40.2,41.88,51.69,51.69
02747,25,005,653204,25005653204,2542,981,11409016,11350466,22927,7014,130318593,126401587,3214,1230,12534035,12475485,11.09,13.99,8.75,8.98,79.09,79.76,91.02,90.98
02747,25,005,653304,25005653304,471,174,4166357,4161340,22927,7014,130318593,126401587,3205,1734,58846085,51889261,2.05,2.48,3.2,3.29,14.7,10.03,7.08,8.02
02747,25,005,985500,25005985500,5506,499,15125273,14893957,22927,7014,130318593,126401587,5506,499,15125273,14893957,24.02,7.11,11.61,11.78,100,100,100,100
02748,25,005,652300,25005652300,13,4,4521,4521,11442,5519,66393544,58249951,2870,1278,945072,945072,0.11,0.07,0.01,0.01,0.45,0.31,0.48,0.48
02748,25,005,653203,25005653203,2981,1206,2274277,2272749,11442,5519,66393544,58249951,5005,2082,4716118,4713501,26.05,21.85,3.43,3.9,59.56,57.93,48.22,48.22
02748,25,005,653204,25005653204,672,249,1125019,1125019,11442,5519,66393544,58249951,3214,1230,12534035,12475485,5.87,4.51,1.69,1.93,20.91,20.24,8.98,9.02
02748,25,005,653301,25005653301,5057,2525,10893566,8782632,11442,5519,66393544,58249951,5057,2525,10893566,8782632,44.2,45.75,16.41,15.08,100,100,100,100
02748,25,005,653304,25005653304,2719,1535,52096161,46065030,11442,5519,66393544,58249951,3205,1734,58846085,51889261,23.76,27.81,78.47,79.08,84.84,88.52,88.53,88.78
02760,25,005,630101,25005630101,2855,1370,1083465,990034,26739,10904,47878790,46544694,2855,1370,1083465,990034,10.68,12.56,2.26,2.13,100,100,100,100
02760,25,005,630102,25005630102,4180,2070,2299378,2126358,26739,10904,47878790,46544694,4201,2080,2338431,2165411,15.63,18.98,4.8,4.57,99.5,99.52,98.33,98.2
02760,25,005,630200,25005630200,7528,2561,14859631,14451093,26739,10904,47878790,46544694,8204,2833,15737098,15318087,28.15,23.49,31.04,31.05,91.76,90.4,94.42,94.34
